time,wx,wy,wz,ax,ay,az
7.285,0,0.02,-0.01,0.01,-0.05,-0.06
7.286,0,0.03,-0.01,0.01,-0.05,-0.06
7.286,0,0.03,-0.01,0.01,-0.05,-0.06
7.286,0,0.03,-0.01,0.01,-0.05,-0.06
7.289,-0.01,0.03,-0.01,0.01,-0.05,-0.06
7.291,-0.01,0.03,-0.01,0.01,-0.05,-0.06
7.295,-0.01,0.03,-0.01,-0.02,-0.04,-0.06
7.295,-0.01,0.03,-0.01,-0.02,-0.04,-0.06
7.296,-0.01,0.03,-0.01,-0.02,-0.04,-0.06
7.297,-0.01,0.03,-0.01,-0.02,-0.04,-0.06
7.299,-0.01,0.04,-0.01,-0.02,-0.04,-0.06
7.301,-0.01,0.03,-0.01,-0.02,-0.04,-0.06
7.305,-0.01,0.03,-0.01,-0.02,-0.02,-0.05
7.306,-0.01,0.03,-0.01,-0.02,-0.02,-0.05
7.306,-0.01,0.03,-0.01,-0.02,-0.02,-0.05
7.306,-0.01,0.03,-0.01,-0.02,-0.02,-0.05
7.315,-0.01,0.03,-0.01,-0.02,-0.02,-0.05
7.316,-0.01,0.03,-0.01,-0.02,-0.02,-0.05
7.316,-0.01,0.03,-0.01,-0.02,-0.03,-0.01
7.316,-0.01,0.03,-0.01,-0.02,-0.03,-0.01
7.316,-0.01,0.03,-0.01,-0.02,-0.03,-0.01
7.32,-0.01,0.03,-0.01,-0.02,-0.03,-0.01
7.321,0,0.03,-0.01,-0.02,-0.03,-0.01
7.322,0,0.02,-0.01,-0.02,-0.03,-0.01
7.325,0,0.02,-0.01,0.01,-0.02,0.01
7.325,0,0.02,-0.01,0.01,-0.02,0.01
7.337,0,0.02,-0.01,0.01,-0.02,0.01
7.337,0,0.02,-0.01,0.01,-0.02,0.01
7.337,0.01,0.02,-0.01,0.01,-0.02,0.01
7.338,0.01,0.02,-0.01,0.01,-0.02,0.01
7.338,0.01,0.02,-0.01,-0.02,0.01,-0.01
7.338,0.01,0.02,-0.01,-0.02,0.01,-0.01
7.338,0.01,0.02,-0.01,-0.02,0.01,-0.01
7.339,0.01,0.02,-0.01,-0.02,0.01,-0.01
7.339,0.01,0.02,-0.01,-0.02,0.01,-0.01
7.341,0.01,0.02,-0.01,-0.02,0.01,-0.01
7.345,0.01,0.02,-0.01,0,-0.02,-0.02
7.346,0.02,0.02,-0.01,0,-0.02,-0.02
7.346,0.02,0.02,-0.01,0,-0.02,-0.02
7.347,0.02,0.02,-0.01,0,-0.02,-0.02
7.349,0.02,0.02,-0.01,0,-0.02,-0.02
7.351,0.02,0.03,-0.01,0,-0.02,-0.02
7.354,0.02,0.03,-0.01,-0.03,-0.01,-0.02
7.354,0.02,0.03,-0.01,-0.03,-0.01,-0.02
7.354,0.02,0.03,0,-0.03,-0.01,-0.02
7.357,0.02,0.04,0,-0.03,-0.01,-0.02
7.359,0.02,0.04,0,-0.03,-0.01,-0.02
7.363,0.02,0.04,0,-0.03,-0.01,-0.02
7.364,0.02,0.04,0,-0.02,0.02,-0.08
7.365,0.01,0.05,0,-0.02,0.02,-0.08
7.365,0.01,0.04,0,-0.02,0.02,-0.08
7.367,0.01,0.04,0,-0.02,0.02,-0.08
7.368,0.01,0.05,0,-0.02,0.02,-0.08
7.37,0.01,0.05,0,-0.02,0.02,-0.08
7.373,0.01,0.05,0,-0.05,0.03,-0.11
7.374,0.01,0.04,0,-0.05,0.03,-0.11
7.374,0.01,0.04,0,-0.05,0.03,-0.11
7.377,0,0.04,0,-0.05,0.03,-0.11
7.379,0,0.05,0,-0.05,0.03,-0.11
7.381,0,0.04,0,-0.05,0.03,-0.11
7.384,0,0.04,0,-0.05,0.02,-0.07
7.385,0,0.04,0,-0.05,0.02,-0.07
7.385,0,0.05,0.01,-0.05,0.02,-0.07
7.387,-0.01,0.05,0.01,-0.05,0.02,-0.07
7.389,-0.01,0.04,0,-0.05,0.02,-0.07
7.391,-0.01,0.04,0,-0.05,0.02,-0.07
7.395,-0.01,0.04,0.01,-0.05,0.02,-0.07
7.396,-0.01,0.04,0.01,-0.06,-0.03,-0.06
7.396,-0.01,0.04,0.01,-0.06,-0.03,-0.06
7.396,-0.01,0.04,0.01,-0.06,-0.03,-0.06
7.399,-0.02,0.03,0.01,-0.06,-0.03,-0.06
7.4,-0.02,0.03,0.01,-0.06,-0.03,-0.06
7.405,-0.02,0.03,0.01,-0.06,0.02,0.04
7.406,-0.02,0.03,0.01,-0.06,0.02,0.04
7.406,-0.02,0.03,0.01,-0.06,0.02,0.04
7.407,-0.02,0.03,0.01,-0.06,0.02,0.04
7.414,-0.02,0.03,0.01,-0.06,0.02,0.04
7.415,-0.01,0.03,0.01,-0.06,0.02,0.04
7.416,-0.01,0.03,0.01,-0.04,0.06,0.1
7.416,-0.01,0.03,0.01,-0.04,0.06,0.1
7.417,-0.01,0.03,0.01,-0.04,0.06,0.1
7.417,-0.01,0.03,0.01,-0.04,0.06,0.1
7.419,-0.01,0.03,0.02,-0.04,0.06,0.1
7.421,0,0.03,0.02,-0.04,0.06,0.1
7.425,0,0.03,0.02,-0.07,-0.02,0.03
7.425,0,0.03,0.02,-0.07,-0.02,0.03
7.426,0,0.03,0.02,-0.07,-0.02,0.03
7.431,0,0.03,0.02,-0.07,-0.02,0.03
7.432,0,0.02,0.02,-0.07,-0.02,0.03
7.433,0,0.02,0.02,-0.07,-0.02,0.03
7.434,0,0.02,0.02,-0.03,0.02,0.03
7.435,0,0.02,0.02,-0.03,0.02,0.03
7.435,0,0.02,0.02,-0.03,0.02,0.03
7.437,0,0.02,0.03,-0.03,0.02,0.03
7.439,0,0.02,0.03,-0.03,0.02,0.03
7.44,0,0.02,0.03,-0.03,0.02,0.03
7.445,0,0.02,0.03,-0.07,0.05,0.1
7.445,0,0.02,0.04,-0.07,0.05,0.1
7.446,0.01,0.03,0.03,-0.07,0.05,0.1
7.447,0.01,0.03,0.04,-0.07,0.05,0.1
7.449,0.01,0.03,0.04,-0.07,0.05,0.1
7.451,0.02,0.03,0.04,-0.07,0.05,0.1
7.453,0.02,0.03,0.04,-0.1,-0.05,0.06
7.454,0.02,0.03,0.04,-0.1,-0.05,0.06
7.454,0.02,0.03,0.05,-0.1,-0.05,0.06
7.456,0.03,0.03,0.05,-0.1,-0.05,0.06
7.46,0.03,0.02,0.05,-0.1,-0.05,0.06
7.461,0.03,0.02,0.06,-0.1,-0.05,0.06
7.465,0.03,0.02,0.06,-0.04,-0.01,0.04
7.465,0.03,0.01,0.06,-0.04,-0.01,0.04
7.466,0.03,0.01,0.06,-0.04,-0.01,0.04
7.466,0.03,0.01,0.06,-0.04,-0.01,0.04
7.468,0.03,0,0.06,-0.04,-0.01,0.04
7.47,0.03,0,0.06,-0.04,-0.01,0.04
7.473,0.03,0,0.06,-0.08,0.03,0.17
7.474,0.03,0,0.06,-0.08,0.03,0.17
7.475,0.03,0,0.06,-0.08,0.03,0.17
7.478,0.03,0.01,0.07,-0.08,0.03,0.17
7.479,0.04,0.01,0.07,-0.08,0.03,0.17
7.481,0.03,0.01,0.06,-0.08,0.03,0.17
7.484,0.03,0.01,0.06,-0.1,0,0.19
7.485,0.04,0.02,0.06,-0.1,0,0.19
7.485,0.03,0.02,0.07,-0.1,0,0.19
7.486,0.03,0.02,0.07,-0.1,0,0.19
7.489,0.03,0.02,0.07,-0.1,0,0.19
7.491,0.03,0.02,0.07,-0.1,0,0.19
7.503,0.03,0.02,0.07,-0.12,-0.02,0.13
7.504,0.03,0.03,0.07,-0.12,-0.02,0.13
7.504,0.03,0.03,0.07,-0.12,-0.02,0.13
7.505,0.03,0.03,0.07,-0.12,-0.02,0.13
7.505,0.03,0.04,0.08,-0.12,-0.02,0.13
7.506,0.02,0.04,0.08,-0.12,-0.02,0.13
7.506,0.02,0.04,0.08,-0.18,-0.06,-0.01
7.507,0.02,0.04,0.08,-0.18,-0.06,-0.01
7.507,0.02,0.05,0.08,-0.18,-0.06,-0.01
7.507,0.02,0.05,0.09,-0.18,-0.06,-0.01
7.51,0.01,0.05,0.09,-0.18,-0.06,-0.01
7.513,0.01,0.06,0.1,-0.18,-0.06,-0.01
7.515,0.01,0.06,0.1,-0.18,-0.02,-0.06
7.516,0.01,0.06,0.1,-0.18,-0.02,-0.06
7.516,0.01,0.06,0.1,-0.18,-0.02,-0.06
7.518,0,0.06,0.11,-0.18,-0.02,-0.06
7.519,0,0.07,0.11,-0.18,-0.02,-0.06
7.521,0,0.07,0.11,-0.18,-0.02,-0.06
7.526,0,0.07,0.11,-0.24,-0.08,-0.1
7.526,0,0.06,0.12,-0.24,-0.08,-0.1
7.526,0,0.07,0.12,-0.24,-0.08,-0.1
7.528,0,0.07,0.13,-0.24,-0.08,-0.1
7.533,0,0.07,0.13,-0.24,-0.08,-0.1
7.534,0,0.07,0.14,-0.24,-0.08,-0.1
7.536,0,0.07,0.14,-0.27,-0.1,-0.1
7.536,0,0.06,0.15,-0.27,-0.1,-0.1
7.537,0,0.06,0.15,-0.27,-0.1,-0.1
7.538,0,0.06,0.15,-0.27,-0.1,-0.1
7.539,0,0.05,0.16,-0.27,-0.1,-0.1
7.54,0,0.05,0.16,-0.27,-0.1,-0.1
7.545,0,0.05,0.18,-0.27,-0.1,-0.1
7.546,0,0.05,0.18,-0.38,-0.13,-0.08
7.546,0.01,0.05,0.18,-0.38,-0.13,-0.08
7.546,0.01,0.05,0.19,-0.38,-0.13,-0.08
7.548,0.01,0.05,0.19,-0.38,-0.13,-0.08
7.552,0.02,0.05,0.2,-0.38,-0.13,-0.08
7.554,0.02,0.05,0.2,-0.44,-0.18,0
7.554,0.02,0.05,0.21,-0.44,-0.18,0
7.555,0.02,0.05,0.22,-0.44,-0.18,0
7.556,0.03,0.05,0.22,-0.44,-0.18,0
7.56,0.03,0.05,0.22,-0.44,-0.18,0
7.561,0.03,0.06,0.24,-0.44,-0.18,0
7.564,0.03,0.06,0.24,-0.43,-0.17,0.15
7.565,0.04,0.06,0.25,-0.43,-0.17,0.15
7.565,0.04,0.06,0.25,-0.43,-0.17,0.15
7.567,0.05,0.06,0.26,-0.43,-0.17,0.15
7.568,0.06,0.07,0.26,-0.43,-0.17,0.15
7.57,0.06,0.07,0.27,-0.43,-0.17,0.15
7.573,0.07,0.07,0.28,-0.43,-0.17,0.15
7.573,0.07,0.07,0.28,-0.48,-0.1,0.23
7.575,0.07,0.07,0.29,-0.48,-0.1,0.23
7.577,0.07,0.08,0.29,-0.48,-0.1,0.23
7.58,0.08,0.08,0.3,-0.48,-0.1,0.23
7.581,0.08,0.08,0.3,-0.48,-0.1,0.23
7.585,0.08,0.08,0.3,-0.52,-0.05,0.23
7.585,0.09,0.09,0.32,-0.52,-0.05,0.23
7.586,0.09,0.09,0.33,-0.52,-0.05,0.23
7.587,0.09,0.08,0.33,-0.52,-0.05,0.23
7.588,0.1,0.08,0.34,-0.52,-0.05,0.23
7.591,0.1,0.08,0.35,-0.52,-0.05,0.23
7.596,0.1,0.08,0.35,-0.53,-0.09,0.18
7.597,0.1,0.09,0.36,-0.53,-0.09,0.18
7.597,0.1,0.08,0.37,-0.53,-0.09,0.18
7.598,0.1,0.08,0.38,-0.53,-0.09,0.18
7.6,0.1,0.08,0.39,-0.53,-0.09,0.18
7.601,0.1,0.08,0.4,-0.53,-0.09,0.18
7.605,0.1,0.08,0.4,-0.56,-0.15,0.18
7.606,0.1,0.08,0.41,-0.56,-0.15,0.18
7.607,0.1,0.08,0.42,-0.56,-0.15,0.18
7.608,0.1,0.08,0.43,-0.56,-0.15,0.18
7.609,0.1,0.08,0.44,-0.56,-0.15,0.18
7.617,0.1,0.09,0.45,-0.56,-0.15,0.18
7.618,0.1,0.09,0.45,-0.66,-0.17,0.25
7.619,0.1,0.09,0.47,-0.66,-0.17,0.25
7.62,0.1,0.1,0.48,-0.66,-0.17,0.25
7.621,0.1,0.1,0.49,-0.66,-0.17,0.25
7.621,0.1,0.11,0.51,-0.66,-0.17,0.25
7.622,0.09,0.11,0.51,-0.66,-0.17,0.25
7.626,0.09,0.11,0.51,-0.72,-0.28,0.33
7.626,0.09,0.12,0.53,-0.72,-0.28,0.33
7.627,0.09,0.13,0.55,-0.72,-0.28,0.33
7.636,0.08,0.14,0.56,-0.72,-0.28,0.33
7.637,0.08,0.15,0.59,-0.72,-0.28,0.33
7.637,0.07,0.17,0.62,-0.72,-0.28,0.33
7.637,0.07,0.17,0.62,-0.71,-0.32,0.29
7.637,0.06,0.18,0.63,-0.71,-0.32,0.29
7.637,0.06,0.19,0.64,-0.71,-0.32,0.29
7.638,0.05,0.19,0.65,-0.71,-0.32,0.29
7.641,0.04,0.2,0.66,-0.71,-0.32,0.29
7.641,0.04,0.21,0.67,-0.71,-0.32,0.29
7.645,0.04,0.21,0.67,-0.67,-0.12,0.3
7.646,0.03,0.23,0.68,-0.67,-0.12,0.3
7.646,0.02,0.24,0.69,-0.67,-0.12,0.3
7.649,0.02,0.25,0.7,-0.67,-0.12,0.3
7.65,0.01,0.26,0.71,-0.67,-0.12,0.3
7.651,0,0.27,0.72,-0.67,-0.12,0.3
7.653,0,0.27,0.72,-0.83,-0.2,0.39
7.654,0,0.3,0.74,-0.83,-0.2,0.39
7.654,-0.01,0.31,0.76,-0.83,-0.2,0.39
7.657,-0.02,0.32,0.78,-0.83,-0.2,0.39
7.668,-0.02,0.33,0.8,-0.83,-0.2,0.39
7.668,-0.02,0.34,0.82,-0.83,-0.2,0.39
7.669,-0.02,0.34,0.82,-0.79,-0.27,0.4
7.669,-0.03,0.36,0.83,-0.79,-0.27,0.4
7.669,-0.03,0.37,0.84,-0.79,-0.27,0.4
7.669,-0.03,0.37,0.86,-0.79,-0.27,0.4
7.67,-0.03,0.38,0.87,-0.79,-0.27,0.4
7.672,-0.03,0.38,0.87,-0.79,-0.27,0.4
7.674,-0.03,0.38,0.87,-0.69,-0.31,0.49
7.674,-0.03,0.39,0.89,-0.69,-0.31,0.49
7.678,-0.03,0.4,0.9,-0.69,-0.31,0.49
7.678,-0.03,0.4,0.91,-0.69,-0.31,0.49
7.68,-0.03,0.41,0.92,-0.69,-0.31,0.49
7.681,-0.03,0.42,0.93,-0.69,-0.31,0.49
7.685,-0.03,0.42,0.93,-0.81,-0.37,0.42
7.686,-0.03,0.43,0.95,-0.81,-0.37,0.42
7.686,-0.03,0.43,0.96,-0.81,-0.37,0.42
7.687,-0.03,0.44,0.98,-0.81,-0.37,0.42
7.689,-0.03,0.45,0.99,-0.81,-0.37,0.42
7.691,-0.03,0.45,1.01,-0.81,-0.37,0.42
7.694,-0.03,0.45,1.01,-1.04,-0.47,0.47
7.695,-0.02,0.46,1.03,-1.04,-0.47,0.47
7.695,-0.02,0.46,1.04,-1.04,-0.47,0.47
7.698,-0.02,0.47,1.07,-1.04,-0.47,0.47
7.699,-0.02,0.47,1.08,-1.04,-0.47,0.47
7.703,-0.02,0.47,1.1,-1.04,-0.47,0.47
7.706,-0.02,0.47,1.1,-0.87,-0.46,0.35
7.706,-0.02,0.47,1.11,-0.87,-0.46,0.35
7.707,-0.02,0.48,1.12,-0.87,-0.46,0.35
7.707,-0.02,0.48,1.14,-0.87,-0.46,0.35
7.709,-0.02,0.49,1.15,-0.87,-0.46,0.35
7.712,-0.02,0.49,1.16,-0.87,-0.46,0.35
7.715,-0.02,0.49,1.16,-0.88,-0.46,0.25
7.716,-0.02,0.49,1.18,-0.88,-0.46,0.25
7.716,-0.02,0.49,1.19,-0.88,-0.46,0.25
7.717,-0.02,0.49,1.2,-0.88,-0.46,0.25
7.719,-0.02,0.48,1.22,-0.88,-0.46,0.25
7.722,-0.02,0.48,1.22,-0.88,-0.46,0.25
7.724,-0.02,0.48,1.24,-0.88,-0.46,0.25
7.725,-0.02,0.48,1.24,-0.79,-0.45,0.16
7.725,-0.02,0.48,1.25,-0.79,-0.45,0.16
7.73,-0.02,0.48,1.26,-0.79,-0.45,0.16
7.735,-0.03,0.48,1.27,-0.79,-0.45,0.16
7.736,-0.03,0.48,1.29,-0.79,-0.45,0.16
7.736,-0.03,0.48,1.29,-0.89,-0.46,0.23
7.736,-0.03,0.48,1.3,-0.89,-0.46,0.23
7.736,-0.03,0.48,1.31,-0.89,-0.46,0.23
7.737,-0.03,0.48,1.33,-0.89,-0.46,0.23
7.739,-0.03,0.48,1.33,-0.89,-0.46,0.23
7.741,-0.03,0.47,1.34,-0.89,-0.46,0.23
7.745,-0.03,0.47,1.34,-0.81,-0.5,0.24
7.745,-0.03,0.48,1.35,-0.81,-0.5,0.24
7.746,-0.03,0.48,1.36,-0.81,-0.5,0.24
7.747,-0.03,0.49,1.37,-0.81,-0.5,0.24
7.749,-0.03,0.49,1.37,-0.81,-0.5,0.24
7.751,-0.04,0.49,1.38,-0.81,-0.5,0.24
7.754,-0.04,0.49,1.38,-0.77,-0.54,0.25
7.754,-0.03,0.5,1.39,-0.77,-0.54,0.25
7.755,-0.04,0.51,1.4,-0.77,-0.54,0.25
7.757,-0.04,0.52,1.4,-0.77,-0.54,0.25
7.759,-0.04,0.53,1.41,-0.77,-0.54,0.25
7.761,-0.04,0.53,1.42,-0.77,-0.54,0.25
7.766,-0.04,0.53,1.42,-0.8,-0.58,0.16
7.766,-0.05,0.54,1.43,-0.8,-0.58,0.16
7.766,-0.06,0.54,1.44,-0.8,-0.58,0.16
7.767,-0.06,0.55,1.45,-0.8,-0.58,0.16
7.768,-0.07,0.55,1.45,-0.8,-0.58,0.16
7.77,-0.07,0.56,1.46,-0.8,-0.58,0.16
7.773,-0.07,0.56,1.46,-0.75,-0.58,0.07
7.773,-0.08,0.56,1.47,-0.75,-0.58,0.07
7.775,-0.09,0.57,1.48,-0.75,-0.58,0.07
7.779,-0.09,0.57,1.48,-0.75,-0.58,0.07
7.78,-0.1,0.58,1.5,-0.75,-0.58,0.07
7.781,-0.11,0.58,1.51,-0.75,-0.58,0.07
7.785,-0.11,0.58,1.51,-0.77,-0.7,-0.08
7.785,-0.12,0.59,1.52,-0.77,-0.7,-0.08
7.785,-0.13,0.59,1.53,-0.77,-0.7,-0.08
7.787,-0.14,0.6,1.55,-0.77,-0.7,-0.08
7.789,-0.14,0.61,1.55,-0.77,-0.7,-0.08
7.791,-0.15,0.61,1.56,-0.77,-0.7,-0.08
7.794,-0.15,0.61,1.56,-0.75,-0.66,-0.16
7.794,-0.16,0.62,1.57,-0.75,-0.66,-0.16
7.795,-0.17,0.62,1.58,-0.75,-0.66,-0.16
7.797,-0.18,0.63,1.59,-0.75,-0.66,-0.16
7.799,-0.19,0.63,1.59,-0.75,-0.66,-0.16
7.8,-0.19,0.64,1.6,-0.75,-0.66,-0.16
7.804,-0.19,0.64,1.6,-0.8,-0.71,-0.28
7.805,-0.2,0.64,1.61,-0.8,-0.71,-0.28
7.806,-0.21,0.64,1.61,-0.8,-0.71,-0.28
7.807,-0.22,0.64,1.62,-0.8,-0.71,-0.28
7.809,-0.22,0.64,1.63,-0.8,-0.71,-0.28
7.815,-0.23,0.64,1.63,-0.8,-0.71,-0.28
7.816,-0.23,0.64,1.63,-0.78,-0.7,-0.4
7.816,-0.24,0.64,1.64,-0.78,-0.7,-0.4
7.817,-0.24,0.63,1.65,-0.78,-0.7,-0.4
7.817,-0.25,0.64,1.65,-0.78,-0.7,-0.4
7.819,-0.26,0.63,1.66,-0.78,-0.7,-0.4
7.821,-0.26,0.63,1.67,-0.78,-0.7,-0.4
7.825,-0.26,0.63,1.67,-0.77,-0.77,-0.48
7.825,-0.27,0.62,1.68,-0.77,-0.77,-0.48
7.837,-0.27,0.62,1.69,-0.77,-0.77,-0.48
7.837,-0.27,0.62,1.7,-0.77,-0.77,-0.48
7.838,-0.27,0.61,1.71,-0.77,-0.77,-0.48
7.838,-0.28,0.61,1.72,-0.77,-0.77,-0.48
7.839,-0.28,0.61,1.72,-0.75,-0.8,-0.5
7.839,-0.28,0.61,1.73,-0.75,-0.8,-0.5
7.839,-0.28,0.61,1.73,-0.75,-0.8,-0.5
7.84,-0.28,0.61,1.74,-0.75,-0.8,-0.5
7.84,-0.29,0.61,1.75,-0.75,-0.8,-0.5
7.841,-0.29,0.6,1.76,-0.75,-0.8,-0.5
7.846,-0.29,0.6,1.76,-0.78,-0.84,-0.59
7.847,-0.29,0.59,1.77,-0.78,-0.84,-0.59
7.847,-0.29,0.58,1.77,-0.78,-0.84,-0.59
7.847,-0.29,0.57,1.78,-0.78,-0.84,-0.59
7.849,-0.3,0.56,1.79,-0.78,-0.84,-0.59
7.851,-0.3,0.56,1.79,-0.78,-0.84,-0.59
7.854,-0.3,0.56,1.79,-0.76,-0.88,-0.7
7.854,-0.3,0.54,1.8,-0.76,-0.88,-0.7
7.854,-0.31,0.52,1.81,-0.76,-0.88,-0.7
7.858,-0.31,0.51,1.82,-0.76,-0.88,-0.7
7.859,-0.31,0.51,1.82,-0.76,-0.88,-0.7
7.861,-0.31,0.51,1.82,-0.76,-0.88,-0.7
7.865,-0.31,0.51,1.82,-0.78,-0.83,-0.65
7.866,-0.31,0.5,1.83,-0.78,-0.83,-0.65
7.866,-0.31,0.5,1.83,-0.78,-0.83,-0.65
7.867,-0.31,0.5,1.84,-0.78,-0.83,-0.65
7.868,-0.31,0.5,1.84,-0.78,-0.83,-0.65
7.871,-0.31,0.49,1.85,-0.78,-0.83,-0.65
7.873,-0.31,0.49,1.85,-0.8,-0.82,-0.68
7.874,-0.31,0.49,1.85,-0.8,-0.82,-0.68
7.875,-0.31,0.48,1.86,-0.8,-0.82,-0.68
7.877,-0.31,0.47,1.86,-0.8,-0.82,-0.68
7.88,-0.31,0.47,1.86,-0.8,-0.82,-0.68
7.881,-0.31,0.46,1.87,-0.8,-0.82,-0.68
7.885,-0.31,0.46,1.87,-0.74,-0.74,-0.69
7.885,-0.31,0.45,1.87,-0.74,-0.74,-0.69
7.885,-0.31,0.44,1.87,-0.74,-0.74,-0.69
7.886,-0.31,0.43,1.88,-0.74,-0.74,-0.69
7.889,-0.31,0.43,1.88,-0.74,-0.74,-0.69
7.891,-0.31,0.41,1.89,-0.74,-0.74,-0.69
7.896,-0.31,0.41,1.89,-0.73,-0.69,-0.69
7.897,-0.32,0.4,1.89,-0.73,-0.69,-0.69
7.898,-0.32,0.4,1.89,-0.73,-0.69,-0.69
7.898,-0.32,0.38,1.9,-0.73,-0.69,-0.69
7.899,-0.32,0.38,1.9,-0.73,-0.69,-0.69
7.9,-0.33,0.37,1.91,-0.73,-0.69,-0.69
7.904,-0.33,0.37,1.91,-0.77,-0.69,-0.73
7.905,-0.33,0.35,1.91,-0.77,-0.69,-0.73
7.906,-0.34,0.34,1.92,-0.77,-0.69,-0.73
7.907,-0.34,0.33,1.93,-0.77,-0.69,-0.73
7.908,-0.34,0.31,1.94,-0.77,-0.69,-0.73
7.916,-0.35,0.3,1.94,-0.77,-0.69,-0.73
7.917,-0.35,0.3,1.94,-0.77,-0.7,-0.68
7.917,-0.36,0.28,1.95,-0.77,-0.7,-0.68
7.918,-0.36,0.27,1.96,-0.77,-0.7,-0.68
7.918,-0.36,0.26,1.96,-0.77,-0.7,-0.68
7.919,-0.36,0.24,1.97,-0.77,-0.7,-0.68
7.921,-0.37,0.23,1.97,-0.77,-0.7,-0.68
7.925,-0.37,0.23,1.97,-0.75,-0.67,-0.56
7.926,-0.37,0.21,1.98,-0.75,-0.67,-0.56
7.927,-0.37,0.21,1.98,-0.75,-0.67,-0.56
7.928,-0.37,0.19,1.99,-0.75,-0.67,-0.56
7.932,-0.37,0.18,1.99,-0.75,-0.67,-0.56
7.933,-0.38,0.17,1.99,-0.75,-0.67,-0.56
7.934,-0.38,0.17,1.99,-0.74,-0.63,-0.47
7.935,-0.38,0.16,1.99,-0.74,-0.63,-0.47
7.935,-0.37,0.15,2,-0.74,-0.63,-0.47
7.937,-0.38,0.14,2,-0.74,-0.63,-0.47
7.939,-0.37,0.13,2,-0.74,-0.63,-0.47
7.94,-0.37,0.12,2,-0.74,-0.63,-0.47
7.946,-0.37,0.12,2,-0.76,-0.61,-0.39
7.946,-0.37,0.11,2,-0.76,-0.61,-0.39
7.947,-0.37,0.09,2.01,-0.76,-0.61,-0.39
7.947,-0.37,0.09,2.01,-0.76,-0.61,-0.39
7.949,-0.37,0.08,2,-0.76,-0.61,-0.39
7.951,-0.37,0.07,2.01,-0.76,-0.61,-0.39
7.954,-0.37,0.07,2.01,-0.69,-0.64,-0.34
7.955,-0.37,0.06,2.01,-0.69,-0.64,-0.34
7.955,-0.37,0.05,2.01,-0.69,-0.64,-0.34
7.956,-0.37,0.05,2.01,-0.69,-0.64,-0.34
7.96,-0.37,0.04,2.01,-0.69,-0.64,-0.34
7.961,-0.37,0.04,2.01,-0.69,-0.64,-0.34
7.965,-0.37,0.04,2.01,-0.7,-0.65,-0.31
7.966,-0.37,0.02,2.01,-0.7,-0.65,-0.31
7.966,-0.37,0.02,2.02,-0.7,-0.65,-0.31
7.967,-0.37,0.02,2.02,-0.7,-0.65,-0.31
7.969,-0.37,0.01,2.02,-0.7,-0.65,-0.31
7.971,-0.37,0.01,2.02,-0.7,-0.65,-0.31
7.973,-0.37,0.01,2.02,-0.66,-0.63,-0.25
7.973,-0.38,0.01,2.03,-0.66,-0.63,-0.25
7.974,-0.38,0.02,2.03,-0.66,-0.63,-0.25
7.98,-0.38,0.02,2.03,-0.66,-0.63,-0.25
7.981,-0.38,0.02,2.03,-0.66,-0.63,-0.25
7.981,-0.39,0.02,2.03,-0.66,-0.63,-0.25
7.985,-0.39,0.02,2.03,-0.58,-0.61,-0.3
7.985,-0.4,0.03,2.04,-0.58,-0.61,-0.3
7.986,-0.4,0.03,2.03,-0.58,-0.61,-0.3
7.987,-0.41,0.03,2.03,-0.58,-0.61,-0.3
7.988,-0.41,0.03,2.03,-0.58,-0.61,-0.3
7.99,-0.42,0.03,2.04,-0.58,-0.61,-0.3
8.004,-0.42,0.03,2.04,-0.55,-0.55,-0.37
8.004,-0.43,0.04,2.03,-0.55,-0.55,-0.37
8.004,-0.43,0.04,2.03,-0.55,-0.55,-0.37
8.005,-0.44,0.04,2.03,-0.55,-0.55,-0.37
8.005,-0.45,0.04,2.03,-0.55,-0.55,-0.37
8.005,-0.45,0.04,2.03,-0.55,-0.55,-0.37
8.005,-0.45,0.04,2.03,-0.6,-0.53,-0.33
8.006,-0.46,0.05,2.03,-0.6,-0.53,-0.33
8.006,-0.47,0.05,2.03,-0.6,-0.53,-0.33
8.008,-0.47,0.05,2.03,-0.6,-0.53,-0.33
8.009,-0.48,0.06,2.03,-0.6,-0.53,-0.33
8.012,-0.49,0.06,2.03,-0.6,-0.53,-0.33
8.014,-0.49,0.06,2.03,-0.58,-0.52,-0.32
8.014,-0.5,0.06,2.03,-0.58,-0.52,-0.32
8.015,-0.5,0.06,2.03,-0.58,-0.52,-0.32
8.017,-0.51,0.07,2.03,-0.58,-0.52,-0.32
8.019,-0.51,0.06,2.03,-0.58,-0.52,-0.32
8.021,-0.51,0.07,2.03,-0.58,-0.52,-0.32
8.024,-0.51,0.07,2.03,-0.58,-0.58,-0.3
8.025,-0.52,0.06,2.03,-0.58,-0.58,-0.3
8.025,-0.53,0.06,2.03,-0.58,-0.58,-0.3
8.033,-0.53,0.06,2.03,-0.58,-0.58,-0.3
8.034,-0.53,0.06,2.02,-0.58,-0.58,-0.3
8.035,-0.53,0.05,2.03,-0.58,-0.58,-0.3
8.036,-0.53,0.05,2.03,-0.62,-0.57,-0.24
8.037,-0.54,0.05,2.02,-0.62,-0.57,-0.24
8.037,-0.54,0.04,2.02,-0.62,-0.57,-0.24
8.038,-0.54,0.03,2.02,-0.62,-0.57,-0.24
8.039,-0.54,0.03,2.02,-0.62,-0.57,-0.24
8.041,-0.54,0.02,2.02,-0.62,-0.57,-0.24
