time,wx,wy,wz,ax,ay,az
18.755,-0.39,0.06,-0.09,0.15,1.31,0.08
18.757,-0.38,0.05,-0.1,0.15,1.31,0.08
18.76,-0.37,0.04,-0.11,0.15,1.31,0.08
18.763,-0.37,0.04,-0.11,0.11,1.39,0.33
18.763,-0.36,0.03,-0.11,0.11,1.39,0.33
18.763,-0.35,0.02,-0.13,0.11,1.39,0.33
18.765,-0.34,0.02,-0.14,0.11,1.39,0.33
18.769,-0.33,0.01,-0.15,0.11,1.39,0.33
18.771,-0.32,0,-0.15,0.11,1.39,0.33
18.773,-0.32,0,-0.15,0.1,1.44,0.5
18.773,-0.3,0,-0.17,0.1,1.44,0.5
18.774,-0.29,-0.01,-0.18,0.1,1.44,0.5
18.775,-0.29,-0.01,-0.19,0.1,1.44,0.5
18.777,-0.27,-0.01,-0.2,0.1,1.44,0.5
18.779,-0.26,0,-0.21,0.1,1.44,0.5
18.783,-0.26,0,-0.21,0.04,1.4,0.53
18.783,-0.25,0,-0.22,0.04,1.4,0.53
18.783,-0.24,0,-0.23,0.04,1.4,0.53
18.789,-0.23,-0.01,-0.24,0.04,1.4,0.53
18.79,-0.22,0,-0.24,0.04,1.4,0.53
18.79,-0.21,0,-0.24,0.04,1.4,0.53
18.792,-0.21,0,-0.24,-0.03,1.39,0.48
18.792,-0.2,0.01,-0.25,-0.03,1.39,0.48
18.793,-0.2,0.02,-0.25,-0.03,1.39,0.48
18.796,-0.19,0.03,-0.25,-0.03,1.39,0.48
18.798,-0.18,0.04,-0.25,-0.03,1.39,0.48
18.8,-0.18,0.06,-0.25,-0.03,1.39,0.48
18.812,-0.18,0.06,-0.25,0.05,1.43,0.24
18.813,-0.17,0.08,-0.25,0.05,1.43,0.24
18.813,-0.17,0.09,-0.25,0.05,1.43,0.24
18.813,-0.17,0.11,-0.25,0.05,1.43,0.24
18.813,-0.17,0.13,-0.25,0.05,1.43,0.24
18.813,-0.17,0.13,-0.24,0.05,1.43,0.24
18.814,-0.17,0.13,-0.24,0.07,1.5,0.02
18.814,-0.16,0.15,-0.24,0.07,1.5,0.02
18.814,-0.16,0.16,-0.24,0.07,1.5,0.02
18.815,-0.16,0.16,-0.23,0.07,1.5,0.02
18.818,-0.16,0.17,-0.23,0.07,1.5,0.02
18.821,-0.16,0.18,-0.23,0.07,1.5,0.02
18.823,-0.16,0.18,-0.23,0.1,1.53,-0.07
18.823,-0.16,0.19,-0.23,0.1,1.53,-0.07
18.824,-0.15,0.19,-0.22,0.1,1.53,-0.07
18.825,-0.15,0.2,-0.22,0.1,1.53,-0.07
18.827,-0.15,0.2,-0.21,0.1,1.53,-0.07
18.829,-0.14,0.21,-0.21,0.1,1.53,-0.07
18.832,-0.14,0.21,-0.21,0.1,1.52,-0.15
18.832,-0.13,0.22,-0.2,0.1,1.52,-0.15
18.833,-0.13,0.22,-0.2,0.1,1.52,-0.15
18.835,-0.13,0.22,-0.19,0.1,1.52,-0.15
18.837,-0.12,0.22,-0.19,0.1,1.52,-0.15
18.839,-0.11,0.22,-0.18,0.1,1.52,-0.15
18.844,-0.11,0.22,-0.18,0.11,1.51,-0.29
18.844,-0.1,0.22,-0.17,0.11,1.51,-0.29
18.845,-0.1,0.22,-0.17,0.11,1.51,-0.29
18.845,-0.09,0.22,-0.16,0.11,1.51,-0.29
18.847,-0.08,0.22,-0.15,0.11,1.51,-0.29
18.85,-0.08,0.21,-0.14,0.11,1.51,-0.29
18.852,-0.08,0.21,-0.14,0.08,1.48,-0.47
18.853,-0.06,0.2,-0.13,0.08,1.48,-0.47
18.855,-0.06,0.2,-0.13,0.08,1.48,-0.47
18.856,-0.06,0.2,-0.11,0.08,1.48,-0.47
18.857,-0.05,0.19,-0.1,0.08,1.48,-0.47
18.86,-0.04,0.19,-0.09,0.08,1.48,-0.47
18.864,-0.04,0.19,-0.09,0.05,1.47,-0.72
18.865,-0.04,0.19,-0.08,0.05,1.47,-0.72
18.865,-0.04,0.18,-0.06,0.05,1.47,-0.72
18.866,-0.03,0.18,-0.06,0.05,1.47,-0.72
18.867,-0.03,0.18,-0.04,0.05,1.47,-0.72
18.87,-0.03,0.17,-0.03,0.05,1.47,-0.72
18.872,-0.03,0.17,-0.01,0.05,1.47,-0.72
18.873,-0.03,0.17,-0.01,0.05,1.53,-0.87
18.873,-0.03,0.17,-0.01,0.05,1.53,-0.87
18.876,-0.03,0.17,0,0.05,1.53,-0.87
18.877,-0.03,0.17,0.01,0.05,1.53,-0.87
18.879,-0.03,0.17,0.03,0.05,1.53,-0.87
18.883,-0.03,0.17,0.03,0.07,1.56,-0.88
18.883,-0.03,0.17,0.04,0.07,1.56,-0.88
18.884,-0.03,0.17,0.05,0.07,1.56,-0.88
18.887,-0.03,0.17,0.06,0.07,1.56,-0.88
18.887,-0.03,0.17,0.08,0.07,1.56,-0.88
18.891,-0.02,0.17,0.09,0.07,1.56,-0.88
18.892,-0.02,0.17,0.09,0.03,1.6,-0.85
18.892,-0.02,0.17,0.1,0.03,1.6,-0.85
18.893,-0.02,0.16,0.11,0.03,1.6,-0.85
18.895,-0.02,0.16,0.13,0.03,1.6,-0.85
18.897,-0.01,0.15,0.14,0.03,1.6,-0.85
18.9,0,0.15,0.15,0.03,1.6,-0.85
18.906,0,0.15,0.15,-0.01,1.62,-0.72
18.907,0,0.14,0.16,-0.01,1.62,-0.72
18.908,0,0.13,0.17,-0.01,1.62,-0.72
18.908,0.01,0.13,0.18,-0.01,1.62,-0.72
18.908,0.02,0.12,0.19,-0.01,1.62,-0.72
18.909,0.03,0.11,0.19,-0.01,1.62,-0.72
18.913,0.03,0.11,0.19,0.01,1.66,-0.54
18.914,0.05,0.1,0.21,0.01,1.66,-0.54
18.914,0.05,0.09,0.21,0.01,1.66,-0.54
18.916,0.06,0.09,0.22,0.01,1.66,-0.54
18.921,0.07,0.08,0.23,0.01,1.66,-0.54
18.921,0.08,0.07,0.24,0.01,1.66,-0.54
18.928,0.08,0.07,0.24,-0.02,1.67,-0.36
18.928,0.1,0.06,0.24,-0.02,1.67,-0.36
18.929,0.11,0.05,0.25,-0.02,1.67,-0.36
18.929,0.12,0.04,0.25,-0.02,1.67,-0.36
18.929,0.13,0.03,0.26,-0.02,1.67,-0.36
18.929,0.14,0.02,0.26,-0.02,1.67,-0.36
18.932,0.14,0.02,0.26,-0.05,1.68,-0.25
18.933,0.16,0.01,0.27,-0.05,1.68,-0.25
18.933,0.16,0,0.27,-0.05,1.68,-0.25
18.937,0.18,-0.01,0.28,-0.05,1.68,-0.25
18.938,0.18,-0.01,0.28,-0.05,1.68,-0.25
18.941,0.2,-0.02,0.28,-0.05,1.68,-0.25
18.943,0.2,-0.02,0.28,-0.02,1.66,-0.18
18.944,0.21,-0.03,0.29,-0.02,1.66,-0.18
18.944,0.22,-0.03,0.29,-0.02,1.66,-0.18
18.945,0.23,-0.04,0.3,-0.02,1.66,-0.18
18.947,0.24,-0.05,0.3,-0.02,1.66,-0.18
18.95,0.24,-0.05,0.3,-0.02,1.66,-0.18
18.953,0.24,-0.05,0.3,0,1.69,-0.15
18.954,0.25,-0.06,0.31,0,1.69,-0.15
18.954,0.25,-0.06,0.31,0,1.69,-0.15
18.956,0.25,-0.06,0.31,0,1.69,-0.15
18.958,0.26,-0.07,0.31,0,1.69,-0.15
18.96,0.26,-0.07,0.31,0,1.69,-0.15
18.963,0.26,-0.07,0.31,0,1.63,-0.17
18.964,0.26,-0.08,0.32,0,1.63,-0.17
18.964,0.26,-0.09,0.32,0,1.63,-0.17
18.965,0.26,-0.09,0.32,0,1.63,-0.17
18.967,0.26,-0.1,0.33,0,1.63,-0.17
18.972,0.26,-0.1,0.33,0,1.63,-0.17
18.972,0.26,-0.1,0.33,0,1.46,-0.09
18.973,0.26,-0.11,0.33,0,1.46,-0.09
18.973,0.26,-0.11,0.34,0,1.46,-0.09
18.975,0.25,-0.12,0.34,0,1.46,-0.09
18.977,0.25,-0.13,0.34,0,1.46,-0.09
18.979,0.25,-0.14,0.35,0,1.46,-0.09
18.984,0.25,-0.14,0.35,0.01,1.3,0.04
18.984,0.24,-0.15,0.35,0.01,1.3,0.04
18.984,0.25,-0.16,0.35,0.01,1.3,0.04
18.99,0.25,-0.17,0.35,0.01,1.3,0.04
18.991,0.25,-0.18,0.36,0.01,1.3,0.04
18.991,0.25,-0.2,0.36,0.01,1.3,0.04
18.994,0.25,-0.2,0.36,0.01,1.15,0.22
18.994,0.25,-0.22,0.36,0.01,1.15,0.22
18.994,0.25,-0.23,0.37,0.01,1.15,0.22
18.996,0.25,-0.25,0.37,0.01,1.15,0.22
18.998,0.26,-0.27,0.37,0.01,1.15,0.22
19,0.26,-0.28,0.38,0.01,1.15,0.22
19.009,0.26,-0.28,0.38,0.02,1,0.55
19.011,0.27,-0.29,0.38,0.02,1,0.55
19.012,0.27,-0.31,0.38,0.02,1,0.55
19.013,0.27,-0.32,0.38,0.02,1,0.55
19.014,0.28,-0.33,0.39,0.02,1,0.55
19.014,0.28,-0.34,0.39,0.02,1,0.55
19.014,0.28,-0.34,0.39,0.1,0.88,0.8
19.014,0.29,-0.35,0.39,0.1,0.88,0.8
19.015,0.29,-0.35,0.39,0.1,0.88,0.8
19.016,0.29,-0.35,0.4,0.1,0.88,0.8
19.018,0.3,-0.36,0.4,0.1,0.88,0.8
19.021,0.3,-0.36,0.4,0.1,0.88,0.8
19.022,0.3,-0.36,0.4,0.19,0.75,0.96
19.023,0.31,-0.36,0.41,0.19,0.75,0.96
19.023,0.31,-0.36,0.41,0.19,0.75,0.96
19.025,0.31,-0.36,0.42,0.19,0.75,0.96
19.027,0.31,-0.36,0.42,0.19,0.75,0.96
19.029,0.31,-0.36,0.42,0.19,0.75,0.96
19.032,0.31,-0.36,0.42,0.25,0.7,1.07
19.032,0.31,-0.36,0.43,0.25,0.7,1.07
19.033,0.31,-0.35,0.43,0.25,0.7,1.07
19.035,0.31,-0.35,0.44,0.25,0.7,1.07
19.037,0.31,-0.34,0.44,0.25,0.7,1.07
19.039,0.31,-0.33,0.44,0.25,0.7,1.07
19.044,0.31,-0.33,0.44,0.28,0.73,1.16
19.045,0.31,-0.32,0.44,0.28,0.73,1.16
19.047,0.3,-0.31,0.44,0.28,0.73,1.16
19.047,0.3,-0.29,0.45,0.28,0.73,1.16
19.047,0.3,-0.27,0.45,0.28,0.73,1.16
19.049,0.29,-0.26,0.45,0.28,0.73,1.16
19.053,0.29,-0.26,0.45,0.27,0.78,1.19
19.055,0.29,-0.22,0.45,0.27,0.78,1.19
19.055,0.28,-0.19,0.46,0.27,0.78,1.19
19.056,0.27,-0.17,0.46,0.27,0.78,1.19
19.057,0.26,-0.13,0.47,0.27,0.78,1.19
19.059,0.25,-0.09,0.47,0.27,0.78,1.19
19.063,0.25,-0.09,0.47,0.25,0.88,0.96
19.063,0.23,-0.05,0.48,0.25,0.88,0.96
19.064,0.22,-0.03,0.48,0.25,0.88,0.96
19.065,0.2,0,0.5,0.25,0.88,0.96
19.067,0.19,0.01,0.51,0.25,0.88,0.96
19.071,0.16,0.03,0.51,0.25,0.88,0.96
19.073,0.16,0.03,0.51,0.38,0.81,0.54
19.073,0.14,0.03,0.53,0.38,0.81,0.54
19.074,0.13,0.03,0.54,0.38,0.81,0.54
19.076,0.1,0.04,0.54,0.38,0.81,0.54
19.077,0.09,0.03,0.55,0.38,0.81,0.54
19.079,0.07,0.03,0.55,0.38,0.81,0.54
19.083,0.05,0.02,0.56,0.38,0.81,0.54
19.085,0.05,0.02,0.56,0.37,0.8,0.55
19.086,0.04,0.01,0.57,0.37,0.8,0.55
19.094,0.02,0.01,0.58,0.37,0.8,0.55
19.095,0.01,0,0.59,0.37,0.8,0.55
19.095,0,-0.01,0.59,0.37,0.8,0.55
19.096,0,-0.01,0.59,0.32,0.47,1.08
19.096,0,-0.01,0.6,0.32,0.47,1.08
19.096,0,-0.02,0.6,0.32,0.47,1.08
19.096,0,-0.03,0.61,0.32,0.47,1.08
19.098,0,-0.03,0.62,0.32,0.47,1.08
19.101,0.01,-0.03,0.62,0.32,0.47,1.08
19.115,0.03,-0.03,0.63,0.32,0.47,1.08
19.116,0.03,-0.03,0.63,0.07,0.41,1.62
19.116,0.03,-0.03,0.64,0.07,0.41,1.62
19.116,0.04,-0.04,0.64,0.07,0.41,1.62
19.117,0.06,-0.03,0.64,0.07,0.41,1.62
19.117,0.07,-0.04,0.65,0.07,0.41,1.62
19.117,0.07,-0.04,0.65,0.04,0.43,1.51
19.117,0.09,-0.05,0.65,0.04,0.43,1.51
19.117,0.09,-0.05,0.66,0.04,0.43,1.51
19.118,0.11,-0.06,0.67,0.04,0.43,1.51
19.118,0.11,-0.07,0.67,0.04,0.43,1.51
19.119,0.12,-0.07,0.67,0.04,0.43,1.51
19.124,0.12,-0.07,0.67,0.05,0.57,1.05
19.124,0.13,-0.08,0.67,0.05,0.57,1.05
19.124,0.13,-0.09,0.68,0.05,0.57,1.05
19.126,0.14,-0.1,0.68,0.05,0.57,1.05
19.127,0.14,-0.11,0.69,0.05,0.57,1.05
19.13,0.14,-0.12,0.69,0.05,0.57,1.05
19.131,0.13,-0.13,0.7,0.05,0.57,1.05
19.132,0.13,-0.13,0.7,0.03,0.6,0.73
19.133,0.13,-0.13,0.7,0.03,0.6,0.73
19.135,0.13,-0.13,0.71,0.03,0.6,0.73
19.137,0.12,-0.13,0.71,0.03,0.6,0.73
19.14,0.12,-0.12,0.71,0.03,0.6,0.73
19.142,0.11,-0.13,0.72,0.03,0.6,0.73
19.142,0.11,-0.13,0.72,0.02,0.57,0.42
19.143,0.09,-0.13,0.73,0.02,0.57,0.42
19.145,0.09,-0.12,0.73,0.02,0.57,0.42
19.146,0.07,-0.12,0.74,0.02,0.57,0.42
19.148,0.07,-0.12,0.75,0.02,0.57,0.42
19.152,0.07,-0.12,0.75,0.04,0.49,0.26
19.153,0.04,-0.11,0.75,0.04,0.49,0.26
19.153,0.04,-0.1,0.76,0.04,0.49,0.26
19.155,0.03,-0.1,0.76,0.04,0.49,0.26
19.158,0.01,-0.09,0.76,0.04,0.49,0.26
19.159,0,-0.08,0.77,0.04,0.49,0.26
19.163,-0.03,-0.07,0.78,0.04,0.49,0.26
19.163,-0.03,-0.07,0.78,0.09,0.43,0.14
19.164,-0.03,-0.06,0.78,0.09,0.43,0.14
19.165,-0.05,-0.05,0.78,0.09,0.43,0.14
19.167,-0.06,-0.04,0.78,0.09,0.43,0.14
19.172,-0.08,-0.02,0.79,0.09,0.43,0.14
19.172,-0.1,-0.01,0.79,0.09,0.43,0.14
19.172,-0.1,-0.01,0.79,0.13,0.36,0.1
19.173,-0.11,0,0.79,0.13,0.36,0.1
19.175,-0.13,0.02,0.8,0.13,0.36,0.1
19.177,-0.14,0.03,0.8,0.13,0.36,0.1
19.179,-0.15,0.05,0.79,0.13,0.36,0.1
19.193,-0.15,0.05,0.79,0.18,0.34,0.06
19.193,-0.17,0.06,0.79,0.18,0.34,0.06
19.194,-0.18,0.07,0.79,0.18,0.34,0.06
19.194,-0.19,0.09,0.79,0.18,0.34,0.06
19.194,-0.21,0.1,0.79,0.18,0.34,0.06
19.195,-0.21,0.11,0.79,0.18,0.34,0.06
19.195,-0.21,0.11,0.79,0.17,0.3,0.02
19.195,-0.23,0.12,0.79,0.17,0.3,0.02
19.195,-0.24,0.13,0.78,0.17,0.3,0.02
19.196,-0.25,0.14,0.78,0.17,0.3,0.02
19.198,-0.25,0.14,0.77,0.17,0.3,0.02
19.2,-0.26,0.14,0.77,0.17,0.3,0.02
19.211,-0.26,0.13,0.76,0.17,0.3,0.02
19.212,-0.26,0.13,0.76,0.08,0.3,-0.03
19.212,-0.27,0.13,0.75,0.08,0.3,-0.03
19.212,-0.27,0.12,0.75,0.08,0.3,-0.03
19.213,-0.27,0.1,0.74,0.08,0.3,-0.03
19.213,-0.27,0.09,0.72,0.08,0.3,-0.03
19.213,-0.27,0.09,0.72,-0.03,0.28,-0.01
19.213,-0.28,0.07,0.71,-0.03,0.28,-0.01
19.213,-0.27,0.05,0.7,-0.03,0.28,-0.01
19.22,-0.27,0.03,0.69,-0.03,0.28,-0.01
19.221,-0.27,0.01,0.68,-0.03,0.28,-0.01
19.221,-0.27,-0.02,0.66,-0.03,0.28,-0.01
19.224,-0.27,-0.02,0.66,-0.11,0.3,0.17
19.224,-0.26,-0.05,0.65,-0.11,0.3,0.17
19.225,-0.26,-0.07,0.64,-0.11,0.3,0.17
19.225,-0.25,-0.1,0.62,-0.11,0.3,0.17
19.228,-0.24,-0.13,0.59,-0.11,0.3,0.17
19.229,-0.24,-0.15,0.58,-0.11,0.3,0.17
19.232,-0.24,-0.15,0.58,-0.12,0.28,0.44
19.232,-0.23,-0.17,0.56,-0.12,0.28,0.44
19.233,-0.22,-0.18,0.55,-0.12,0.28,0.44
19.236,-0.21,-0.2,0.53,-0.12,0.28,0.44
19.238,-0.2,-0.22,0.51,-0.12,0.28,0.44
19.24,-0.19,-0.23,0.5,-0.12,0.28,0.44
19.243,-0.19,-0.23,0.5,-0.26,0.07,0.84
19.243,-0.17,-0.25,0.47,-0.26,0.07,0.84
19.244,-0.16,-0.25,0.46,-0.26,0.07,0.84
19.245,-0.16,-0.26,0.45,-0.26,0.07,0.84
19.247,-0.14,-0.27,0.43,-0.26,0.07,0.84
19.249,-0.13,-0.27,0.42,-0.26,0.07,0.84
19.254,-0.13,-0.27,0.42,-0.37,-0.15,1.03
19.255,-0.11,-0.27,0.4,-0.37,-0.15,1.03
19.255,-0.11,-0.27,0.39,-0.37,-0.15,1.03
19.256,-0.1,-0.26,0.38,-0.37,-0.15,1.03
19.257,-0.09,-0.26,0.37,-0.37,-0.15,1.03
19.259,-0.07,-0.27,0.35,-0.37,-0.15,1.03
19.265,-0.07,-0.27,0.35,-0.4,-0.37,1.07
19.265,-0.06,-0.27,0.33,-0.4,-0.37,1.07
19.266,-0.05,-0.27,0.33,-0.4,-0.37,1.07
19.266,-0.04,-0.27,0.31,-0.4,-0.37,1.07
19.267,-0.03,-0.26,0.3,-0.4,-0.37,1.07
19.27,-0.02,-0.26,0.29,-0.4,-0.37,1.07
19.272,-0.02,-0.26,0.29,-0.46,-0.5,1.02
19.273,-0.01,-0.26,0.28,-0.46,-0.5,1.02
19.274,0,-0.26,0.27,-0.46,-0.5,1.02
19.276,0.01,-0.25,0.26,-0.46,-0.5,1.02
19.278,0.02,-0.24,0.25,-0.46,-0.5,1.02
19.28,0.03,-0.23,0.25,-0.46,-0.5,1.02
19.285,0.03,-0.23,0.25,-0.38,-0.44,0.82
19.286,0.04,-0.2,0.24,-0.38,-0.44,0.82
19.287,0.05,-0.18,0.23,-0.38,-0.44,0.82
19.288,0.05,-0.17,0.22,-0.38,-0.44,0.82
19.288,0.06,-0.13,0.21,-0.38,-0.44,0.82
19.29,0.07,-0.12,0.21,-0.38,-0.44,0.82
19.293,0.07,-0.12,0.21,-0.27,-0.43,0.48
19.293,0.07,-0.06,0.2,-0.27,-0.43,0.48
19.294,0.07,-0.05,0.2,-0.27,-0.43,0.48
19.296,0.08,-0.03,0.19,-0.27,-0.43,0.48
19.297,0.07,0,0.18,-0.27,-0.43,0.48
19.3,0.07,0.04,0.18,-0.27,-0.43,0.48
19.309,0.07,0.04,0.18,-0.14,-0.43,0.06
19.31,0.07,0.07,0.18,-0.14,-0.43,0.06
19.31,0.07,0.09,0.17,-0.14,-0.43,0.06
19.311,0.06,0.13,0.17,-0.14,-0.43,0.06
19.311,0.06,0.14,0.17,-0.14,-0.43,0.06
19.311,0.06,0.18,0.17,-0.14,-0.43,0.06
19.312,0.06,0.18,0.17,-0.05,-0.5,-0.17
19.313,0.06,0.22,0.17,-0.05,-0.5,-0.17
19.313,0.05,0.23,0.17,-0.05,-0.5,-0.17
19.316,0.05,0.26,0.18,-0.05,-0.5,-0.17
19.332,0.05,0.27,0.18,-0.05,-0.5,-0.17
19.332,0.04,0.3,0.19,-0.05,-0.5,-0.17
19.333,0.04,0.3,0.19,-0.02,-0.6,-0.37
19.333,0.04,0.33,0.19,-0.02,-0.6,-0.37
19.336,0.04,0.34,0.19,-0.02,-0.6,-0.37
19.336,0.04,0.36,0.19,-0.02,-0.6,-0.37
19.336,0.04,0.39,0.2,-0.02,-0.6,-0.37
19.337,0.05,0.4,0.2,-0.02,-0.6,-0.37
19.337,0.05,0.4,0.2,-0.03,-0.59,-0.47
19.337,0.05,0.41,0.2,-0.03,-0.59,-0.47
19.337,0.06,0.43,0.2,-0.03,-0.59,-0.47
19.338,0.06,0.43,0.2,-0.03,-0.59,-0.47
19.338,0.07,0.44,0.21,-0.03,-0.59,-0.47
19.34,0.08,0.44,0.2,-0.03,-0.59,-0.47
19.344,0.08,0.44,0.2,-0.08,-0.46,-0.6
19.345,0.09,0.44,0.2,-0.08,-0.46,-0.6
19.346,0.1,0.44,0.2,-0.08,-0.46,-0.6
19.347,0.11,0.44,0.2,-0.08,-0.46,-0.6
19.348,0.12,0.42,0.2,-0.08,-0.46,-0.6
19.35,0.14,0.41,0.19,-0.08,-0.46,-0.6
19.355,0.14,0.41,0.19,-0.13,-0.41,-0.67
19.356,0.16,0.39,0.19,-0.13,-0.41,-0.67
19.356,0.17,0.38,0.19,-0.13,-0.41,-0.67
19.356,0.18,0.36,0.18,-0.13,-0.41,-0.67
19.358,0.19,0.35,0.18,-0.13,-0.41,-0.67
19.36,0.2,0.33,0.18,-0.13,-0.41,-0.67
19.364,0.2,0.33,0.18,-0.22,-0.41,-0.75
19.364,0.22,0.3,0.17,-0.22,-0.41,-0.75
19.364,0.22,0.28,0.17,-0.22,-0.41,-0.75
19.365,0.24,0.25,0.17,-0.22,-0.41,-0.75
19.368,0.26,0.22,0.16,-0.22,-0.41,-0.75
19.369,0.27,0.21,0.16,-0.22,-0.41,-0.75
19.374,0.27,0.21,0.16,-0.24,-0.46,-0.77
19.375,0.28,0.17,0.16,-0.24,-0.46,-0.77
19.375,0.28,0.16,0.16,-0.24,-0.46,-0.77
19.375,0.3,0.12,0.15,-0.24,-0.46,-0.77
19.377,0.31,0.09,0.15,-0.24,-0.46,-0.77
19.379,0.32,0.07,0.15,-0.24,-0.46,-0.77
19.383,0.32,0.07,0.15,-0.23,-0.48,-0.75
19.383,0.32,0.03,0.14,-0.23,-0.48,-0.75
19.384,0.33,0.01,0.14,-0.23,-0.48,-0.75
19.386,0.34,-0.01,0.13,-0.23,-0.48,-0.75
19.387,0.34,-0.04,0.13,-0.23,-0.48,-0.75
19.389,0.35,-0.08,0.13,-0.23,-0.48,-0.75
19.393,0.35,-0.08,0.13,-0.26,-0.51,-0.75
19.393,0.35,-0.11,0.13,-0.26,-0.51,-0.75
19.393,0.35,-0.13,0.13,-0.26,-0.51,-0.75
19.394,0.35,-0.17,0.13,-0.26,-0.51,-0.75
19.397,0.35,-0.18,0.12,-0.26,-0.51,-0.75
19.399,0.35,-0.21,0.12,-0.26,-0.51,-0.75
19.405,0.35,-0.21,0.12,-0.18,-0.44,-0.53
19.405,0.35,-0.24,0.12,-0.18,-0.44,-0.53
19.406,0.35,-0.25,0.11,-0.18,-0.44,-0.53
19.406,0.35,-0.28,0.11,-0.18,-0.44,-0.53
19.407,0.35,-0.29,0.11,-0.18,-0.44,-0.53
19.409,0.35,-0.31,0.1,-0.18,-0.44,-0.53
19.411,0.35,-0.31,0.1,-0.09,-0.36,-0.25
19.412,0.34,-0.33,0.1,-0.09,-0.36,-0.25
19.412,0.34,-0.33,0.09,-0.09,-0.36,-0.25
19.415,0.34,-0.34,0.09,-0.09,-0.36,-0.25
19.417,0.34,-0.34,0.08,-0.09,-0.36,-0.25
19.425,0.33,-0.34,0.08,-0.09,-0.36,-0.25
19.425,0.33,-0.34,0.08,0.06,-0.29,0.12
19.425,0.33,-0.34,0.07,0.06,-0.29,0.12
19.425,0.32,-0.33,0.06,0.06,-0.29,0.12
19.426,0.32,-0.33,0.06,0.06,-0.29,0.12
19.428,0.31,-0.32,0.05,0.06,-0.29,0.12
19.43,0.31,-0.31,0.04,0.06,-0.29,0.12
19.432,0.31,-0.31,0.04,0.2,-0.25,0.32
19.432,0.3,-0.3,0.04,0.2,-0.25,0.32
19.433,0.3,-0.28,0.02,0.2,-0.25,0.32
19.435,0.29,-0.27,0.02,0.2,-0.25,0.32
19.441,0.28,-0.25,0.01,0.2,-0.25,0.32
19.444,0.27,-0.22,0,0.2,-0.25,0.32
19.444,0.25,-0.19,0,0.2,-0.25,0.32
19.445,0.25,-0.19,0,0.26,-0.3,0.4
19.445,0.25,-0.18,0,0.26,-0.3,0.4
19.446,0.24,-0.14,0,0.26,-0.3,0.4
19.447,0.23,-0.12,-0.01,0.26,-0.3,0.4
19.449,0.21,-0.09,-0.01,0.26,-0.3,0.4
19.453,0.21,-0.09,-0.01,0.26,-0.42,0.29
19.455,0.2,-0.05,-0.01,0.26,-0.42,0.29
19.455,0.19,-0.03,-0.01,0.26,-0.42,0.29
19.456,0.17,0.01,0,0.26,-0.42,0.29
19.457,0.16,0.03,0,0.26,-0.42,0.29
19.46,0.15,0.08,0,0.26,-0.42,0.29
19.464,0.15,0.08,0,0.33,-0.47,-0.03
19.465,0.13,0.12,0,0.33,-0.47,-0.03
19.465,0.11,0.17,0.01,0.33,-0.47,-0.03
19.465,0.1,0.19,0.01,0.33,-0.47,-0.03
19.469,0.08,0.22,0.01,0.33,-0.47,-0.03
19.47,0.07,0.25,0.01,0.33,-0.47,-0.03
19.472,0.07,0.25,0.01,0.38,-0.41,-0.37
19.473,0.05,0.28,0.02,0.38,-0.41,-0.37
19.474,0.03,0.32,0.02,0.38,-0.41,-0.37
19.475,0.02,0.34,0.02,0.38,-0.41,-0.37
19.477,0,0.37,0.02,0.38,-0.41,-0.37
19.48,-0.01,0.39,0.03,0.38,-0.41,-0.37
19.483,-0.01,0.39,0.03,0.32,-0.34,-0.77
19.484,-0.03,0.4,0.03,0.32,-0.34,-0.77
19.484,-0.04,0.41,0.03,0.32,-0.34,-0.77
19.489,-0.04,0.41,0.03,0.32,-0.34,-0.77
19.49,-0.05,0.42,0.04,0.32,-0.34,-0.77
19.49,-0.06,0.42,0.03,0.32,-0.34,-0.77
19.493,-0.06,0.42,0.03,0.27,-0.27,-1.02
19.494,-0.07,0.43,0.04,0.27,-0.27,-1.02
19.494,-0.07,0.43,0.04,0.27,-0.27,-1.02
19.495,-0.08,0.43,0.04,0.27,-0.27,-1.02
19.498,-0.08,0.43,0.04,0.27,-0.27,-1.02
19.499,-0.09,0.44,0.05,0.27,-0.27,-1.02
19.506,-0.09,0.44,0.05,0.24,-0.27,-1.31
19.507,-0.09,0.43,0.05,0.24,-0.27,-1.31
19.507,-0.09,0.42,0.06,0.24,-0.27,-1.31
19.507,-0.1,0.42,0.06,0.24,-0.27,-1.31
19.508,-0.1,0.42,0.06,0.24,-0.27,-1.31
19.509,-0.1,0.41,0.06,0.24,-0.27,-1.31
19.512,-0.1,0.41,0.06,0.19,-0.23,-1.52
19.513,-0.11,0.41,0.07,0.19,-0.23,-1.52
19.514,-0.11,0.4,0.06,0.19,-0.23,-1.52
19.515,-0.11,0.4,0.07,0.19,-0.23,-1.52
19.517,-0.11,0.39,0.08,0.19,-0.23,-1.52
19.52,-0.12,0.38,0.08,0.19,-0.23,-1.52
19.528,-0.12,0.38,0.08,0.16,-0.12,-1.8
19.528,-0.12,0.37,0.08,0.16,-0.12,-1.8
19.528,-0.13,0.36,0.08,0.16,-0.12,-1.8
19.529,-0.13,0.35,0.09,0.16,-0.12,-1.8
19.529,-0.14,0.34,0.09,0.16,-0.12,-1.8
19.529,-0.14,0.32,0.09,0.16,-0.12,-1.8
19.532,-0.14,0.32,0.09,0.07,-0.03,-1.93
19.533,-0.15,0.3,0.1,0.07,-0.03,-1.93
