time,ax,ay,az,wx,wy,wz
16.764,0.5,-0.43,-0.37,-0.48,0.29,-0.32
16.775,0.64,-0.42,-0.61,-0.52,0.24,-0.35
16.785,0.64,-0.42,-0.61,-0.53,0.23,-0.36
16.797,0.83,-0.29,-0.82,-0.54,0.11,-0.42
16.808,0.93,-0.27,-0.77,-0.54,0.08,-0.44
16.818,1.04,-0.25,-0.64,-0.51,-0.03,-0.53
16.83,1.13,-0.22,-0.42,-0.46,-0.08,-0.61
16.84,1.21,-0.22,-0.24,-0.41,-0.1,-0.67
16.85,1.31,-0.28,-0.05,-0.36,-0.13,-0.75
16.866,1.34,-0.29,0.22,-0.31,-0.15,-0.82
16.877,1.4,-0.28,0.25,-0.26,-0.16,-0.95
16.887,1.43,-0.29,0.25,-0.25,-0.15,-1
16.907,1.52,-0.26,0.26,-0.26,-0.13,-1.07
16.919,1.57,-0.24,0.28,-0.3,-0.11,-1.16
16.93,1.61,-0.23,0.37,-0.33,-0.11,-1.2
16.94,1.71,-0.16,0.39,-0.35,-0.13,-1.26
16.953,1.75,-0.15,0.32,-0.37,-0.14,-1.29
16.97,1.78,-0.2,0.3,-0.41,-0.14,-1.32
16.98,1.73,-0.19,0.3,-0.48,-0.11,-1.34
16.992,1.72,-0.22,0.3,-0.48,-0.11,-1.34
17.004,1.72,-0.19,0.32,-0.54,-0.06,-1.34
17.015,1.74,-0.13,0.38,-0.55,-0.04,-1.35
17.027,1.69,-0.11,0.46,-0.52,-0.02,-1.36
17.038,1.66,-0.07,0.51,-0.48,0,-1.39
17.049,1.64,-0.01,0.54,-0.41,0.01,-1.42
17.059,1.6,0.04,0.55,-0.36,0.01,-1.45
17.072,1.41,-0.03,0.51,-0.3,-0.01,-1.48
17.086,1.41,-0.03,0.51,-0.24,-0.04,-1.51
17.097,1.3,-0.1,0.51,-0.14,-0.08,-1.56
17.115,1.3,-0.1,0.51,-0.12,-0.09,-1.57
17.125,1.08,-0.26,0.31,-0.06,-0.15,-1.63
17.135,1.04,-0.28,0.23,-0.05,-0.16,-1.64
17.147,1.02,-0.2,0.07,-0.06,-0.14,-1.64
17.158,0.97,-0.11,0,-0.1,-0.09,-1.63
17.169,0.85,-0.03,-0.07,-0.11,-0.07,-1.62
17.19,0.72,0.1,-0.1,-0.15,0,-1.61
17.201,0.65,0.1,-0.08,-0.16,0.05,-1.59
17.212,0.58,-0.06,0.06,-0.14,0.04,-1.57
17.223,0.55,-0.12,0.11,-0.1,0.01,-1.56
17.233,0.58,-0.16,0.14,-0.03,-0.04,-1.54
17.245,0.55,-0.14,0.11,0,-0.07,-1.52
17.256,0.49,-0.14,0.16,0.07,-0.08,-1.5
17.269,0.46,-0.1,0.12,0.1,-0.06,-1.47
17.28,0.46,-0.15,0.07,0.11,-0.06,-1.43
17.292,0.48,-0.28,-0.02,0.11,-0.05,-1.41
17.308,0.48,-0.28,-0.02,0.1,-0.05,-1.39
17.319,0.32,-0.52,-0.18,0.03,-0.07,-1.34
17.329,0.24,-0.57,-0.13,0.02,-0.08,-1.32
17.344,0.19,-0.61,-0.12,0.02,-0.08,-1.3
17.355,0.09,-0.64,-0.08,0.04,-0.07,-1.28
17.366,0.05,-0.69,-0.06,0.05,-0.07,-1.28
17.377,0,-0.71,-0.07,0.09,-0.04,-1.25
17.388,0,-0.72,-0.07,0.1,-0.04,-1.24
17.402,-0.04,-0.66,-0.31,0.1,-0.09,-1.23
17.413,-0.05,-0.85,-0.32,0.1,-0.18,-1.24
17.425,-0.05,-0.85,-0.32,0.1,-0.24,-1.23
17.436,-0.06,-0.97,0.09,0.14,-0.35,-1.23
17.449,0.03,-0.98,0.3,0.17,-0.41,-1.24
17.463,-0.03,-0.97,0.55,0.21,-0.39,-1.23
17.475,-0.21,-1.01,0.79,0.25,-0.31,-1.21
17.486,-0.25,-0.99,0.69,0.26,-0.24,-1.17
17.504,-0.21,-0.95,0.49,0.23,-0.16,-1.16
17.524,-0.25,-0.93,0.07,0.12,-0.1,-1.15
17.537,-0.43,-0.97,0.17,0,-0.13,-1.17
17.549,-0.45,-0.98,0.42,-0.04,-0.12,-1.19
17.559,-0.5,-0.97,0.62,-0.05,-0.1,-1.22
17.573,-0.65,-0.95,0.77,-0.04,-0.07,-1.22
17.584,-0.66,-0.95,0.68,-0.03,-0.04,-1.22
17.596,-0.65,-0.88,0.58,0,0.02,-1.2
17.606,-0.65,-0.88,0.58,0.02,0.04,-1.2
17.626,-0.62,-0.77,0.13,0.04,0.11,-1.17
17.637,-0.69,-0.74,-0.33,0.03,0.12,-1.12
17.649,-0.76,-0.77,-0.39,0.02,0.08,-1.09
17.664,-0.79,-0.8,-0.28,0.03,0.06,-1.06
17.675,-0.82,-0.7,-0.15,0.05,0.06,-1.04
17.686,-0.83,-0.63,-0.02,0.06,0.05,-1.04
17.697,-0.85,-0.58,0.07,0.11,0.05,-1.04
17.707,-0.82,-0.5,0.08,0.13,0.04,-1.04
17.718,-0.85,-0.44,0.09,0.17,0.01,-1.05
17.729,-0.95,-0.43,0.13,0.19,-0.01,-1.05
17.74,-0.95,-0.39,0.19,0.2,-0.03,-1.05
17.752,-0.88,-0.37,0.27,0.2,-0.06,-1.06
17.763,-0.96,-0.38,0.55,0.19,-0.09,-1.07
17.775,-1.02,-0.41,0.6,0.14,-0.14,-1.07
17.786,-0.98,-0.46,0.62,0.12,-0.14,-1.07
17.8,-0.93,-0.52,0.49,-0.03,-0.04,-1.04
17.811,-0.91,-0.48,0.29,-0.06,-0.02,-1.03
17.823,-0.88,-0.34,-0.09,-0.25,0.18,-0.96
17.834,-0.93,-0.32,-0.34,-0.35,0.32,-0.9
17.844,-0.93,-0.32,-0.34,-0.38,0.38,-0.85
17.856,-0.88,-0.23,-0.77,-0.4,0.42,-0.78
17.867,-0.87,-0.1,-0.95,-0.39,0.42,-0.74
17.878,-0.87,-0.02,-0.97,-0.32,0.34,-0.71
17.888,-0.73,0.05,-0.9,-0.32,0.33,-0.71
17.914,-0.61,0.13,-0.84,-0.13,0.09,-0.73
17.925,-0.7,0.19,-0.63,0.09,-0.24,-0.81
17.937,-0.71,0.19,-0.42,0.17,-0.28,-0.81
17.951,-0.71,0.27,-0.36,0.21,-0.28,-0.81
17.964,-0.78,0.3,-0.3,0.23,-0.27,-0.8
17.975,-0.79,0.24,-0.3,0.22,-0.27,-0.79
17.986,-0.83,0.16,-0.33,0.19,-0.27,-0.78
17.997,-0.81,0.16,-0.33,0.08,-0.25,-0.75
18.007,-0.8,0.18,-0.17,0.01,-0.23,-0.73
18.024,-0.81,0.15,0.18,-0.03,-0.22,-0.72
18.035,-0.74,0.12,0.92,-0.01,-0.18,-0.74
18.046,-0.73,0.03,1.14,0.06,-0.13,-0.77
18.057,-0.79,-0.08,1.11,0.14,-0.04,-0.78
18.067,-0.86,-0.18,0.85,0.16,0.03,-0.78
18.077,-0.93,-0.26,0.48,0.18,0.14,-0.74
18.089,-0.89,-0.29,0.02,0.16,0.21,-0.7
18.104,-0.78,-0.29,-0.28,0.14,0.22,-0.67
18.126,-0.55,-0.27,-0.69,0.11,0.16,-0.63
18.137,-0.46,-0.17,-0.57,0.12,0.05,-0.6
18.149,-0.43,-0.09,-0.42,0.12,0.03,-0.6
18.163,-0.31,0.03,-0.47,0.1,0.07,-0.61
18.175,-0.41,-0.04,-0.43,0.03,0.03,-0.65
18.187,-0.51,-0.21,-0.21,0.02,0.02,-0.66
18.198,-0.55,-0.45,0.01,0,-0.03,-0.7
18.209,-0.52,-0.74,0.44,0.02,-0.03,-0.7
18.219,-0.47,-0.87,0.69,0.09,-0.09,-0.71
18.232,-0.38,-0.93,1.12,0.17,-0.15,-0.7
18.243,-0.21,-0.8,1.07,0.24,-0.15,-0.68
18.253,-0.04,-0.6,0.73,0.31,-0.13,-0.65
18.266,0.08,-0.35,0.24,0.32,-0.11,-0.64
18.276,0.09,-0.25,-0.14,0.28,-0.02,-0.59
18.287,0.11,-0.14,-0.54,0.21,0.07,-0.56
18.298,0.14,-0.11,-0.84,0.1,0.12,-0.52
18.308,-0.03,-0.11,-0.99,0.04,0.12,-0.5
18.328,-0.24,-0.11,-1.02,-0.04,0.11,-0.44
18.338,-0.48,-0.13,-1.02,-0.08,0.05,-0.39
18.35,-0.6,0,-0.86,-0.07,-0.08,-0.31
18.363,-0.47,0.17,-0.51,-0.04,-0.19,-0.28
18.373,-0.32,0.22,-0.34,-0.01,-0.28,-0.27
18.388,-0.14,0.28,-0.07,0.02,-0.38,-0.27
18.4,0.02,0.25,0.27,0.11,-0.52,-0.32
18.412,0.15,0.06,0.94,0.17,-0.5,-0.34
18.423,0.24,-0.04,1,0.2,-0.41,-0.35
18.434,0.2,-0.13,0.89,0.18,-0.25,-0.34
18.445,0.21,-0.21,0.74,0.13,-0.1,-0.31
18.456,0.31,-0.15,0.61,0.03,0.13,-0.28
18.466,0.37,-0.1,0.4,-0.04,0.27,-0.26
18.477,0.35,-0.04,0.27,-0.12,0.43,-0.23
18.493,0.38,-0.05,0.06,-0.17,0.56,-0.2
18.514,0.25,-0.05,-0.35,-0.21,0.61,-0.16
18.524,0.24,0.05,-0.42,-0.18,0.67,-0.08
18.537,0.28,0.12,-0.51,-0.13,0.65,-0.07
18.547,0.2,0.13,-0.64,-0.07,0.55,-0.05
18.558,0.17,0.16,-0.65,-0.01,0.43,-0.05
18.569,0.14,0.28,-0.58,0.08,0.21,-0.07
18.579,0.16,0.4,-0.47,0.14,0.06,-0.09
18.59,0.19,0.42,-0.43,0.18,-0.1,-0.11
18.606,0.17,0.39,-0.3,0.2,-0.24,-0.12
18.618,0.23,0.36,-0.17,0.2,-0.34,-0.12
18.628,0.23,0.36,-0.17,0.2,-0.35,-0.12
18.638,0.28,0.35,0.08,0.13,-0.3,-0.13
18.649,0.32,0.38,0.16,0.06,-0.17,-0.13
18.663,0.41,0.55,0.18,0,-0.07,-0.12
18.676,0.37,0.68,0.18,-0.1,0.07,-0.11
18.694,0.36,0.74,0.04,-0.12,0.11,-0.1
18.712,0.28,0.84,-0.07,-0.28,0.26,-0.07
18.723,0.12,1.07,-0.4,-0.37,0.26,-0.05
18.733,0.1,1.16,-0.31,-0.41,0.18,-0.04
18.744,0.13,1.27,-0.1,-0.42,0.14,-0.04
18.754,0.15,1.31,0.08,-0.4,0.07,-0.08
18.765,0.11,1.39,0.33,-0.34,0.02,-0.14
18.777,0.1,1.44,0.5,-0.27,-0.01,-0.2
18.789,0.04,1.4,0.53,-0.23,-0.01,-0.24
18.8,-0.03,1.39,0.48,-0.18,0.06,-0.25
18.812,0.05,1.43,0.24,-0.18,0.06,-0.25
18.823,0.1,1.53,-0.07,-0.16,0.18,-0.23
18.835,0.1,1.52,-0.15,-0.13,0.22,-0.19
18.847,0.11,1.51,-0.29,-0.08,0.22,-0.15
18.86,0.08,1.48,-0.47,-0.04,0.19,-0.09
18.87,0.05,1.47,-0.72,-0.03,0.17,-0.03
18.883,0.07,1.56,-0.88,-0.03,0.17,0.03
18.893,0.03,1.6,-0.85,-0.02,0.16,0.11
18.906,-0.01,1.62,-0.72,0,0.15,0.15
18.916,0.01,1.66,-0.54,0.06,0.09,0.22
18.928,-0.02,1.67,-0.36,0.08,0.07,0.24
18.941,-0.05,1.68,-0.25,0.2,-0.02,0.28
18.953,0,1.69,-0.15,0.24,-0.05,0.3
18.963,0,1.63,-0.17,0.26,-0.07,0.31
18.975,0,1.46,-0.09,0.25,-0.12,0.34
18.99,0.01,1.3,0.04,0.25,-0.17,0.35
19,0.01,1.15,0.22,0.26,-0.28,0.38
19.011,0.02,1,0.55,0.27,-0.29,0.38
19.021,0.1,0.88,0.8,0.3,-0.36,0.4
19.032,0.25,0.7,1.07,0.31,-0.36,0.42
19.044,0.28,0.73,1.16,0.31,-0.33,0.44
19.055,0.27,0.78,1.19,0.29,-0.22,0.45
19.065,0.25,0.88,0.96,0.2,0,0.5
19.076,0.38,0.81,0.54,0.1,0.04,0.54
19.094,0.37,0.8,0.55,0.02,0.01,0.58
19.115,0.32,0.47,1.08,0.03,-0.03,0.63
19.126,0.05,0.57,1.05,0.14,-0.1,0.68
19.137,0.03,0.6,0.73,0.12,-0.13,0.71
19.148,0.02,0.57,0.42,0.07,-0.12,0.75
19.158,0.04,0.49,0.26,0.01,-0.09,0.76
19.172,0.09,0.43,0.14,-0.08,-0.02,0.79
19.193,0.18,0.34,0.06,-0.15,0.05,0.79
19.211,0.17,0.3,0.02,-0.26,0.13,0.76
19.221,-0.03,0.28,-0.01,-0.27,0.01,0.68
19.232,-0.12,0.28,0.44,-0.24,-0.15,0.58
19.243,-0.26,0.07,0.84,-0.19,-0.23,0.5
19.254,-0.37,-0.15,1.03,-0.13,-0.27,0.42
19.265,-0.4,-0.37,1.07,-0.07,-0.27,0.35
19.276,-0.46,-0.5,1.02,0.01,-0.25,0.26
19.286,-0.38,-0.44,0.82,0.04,-0.2,0.24
19.297,-0.27,-0.43,0.48,0.07,0,0.18
19.309,-0.14,-0.43,0.06,0.07,0.04,0.18
19.332,-0.05,-0.5,-0.17,0.05,0.27,0.18
19.344,-0.08,-0.46,-0.6,0.08,0.44,0.2
19.355,-0.13,-0.41,-0.67,0.14,0.41,0.19
19.368,-0.22,-0.41,-0.75,0.26,0.22,0.16
19.379,-0.24,-0.46,-0.77,0.32,0.07,0.15
19.393,-0.26,-0.51,-0.75,0.35,-0.08,0.13
19.405,-0.18,-0.44,-0.53,0.35,-0.21,0.12
19.417,-0.09,-0.36,-0.25,0.34,-0.34,0.08
19.428,0.06,-0.29,0.12,0.31,-0.32,0.05
19.441,0.2,-0.25,0.32,0.28,-0.25,0.01
19.453,0.26,-0.42,0.29,0.21,-0.09,-0.01
19.464,0.33,-0.47,-0.03,0.15,0.08,0
19.474,0.38,-0.41,-0.37,0.03,0.32,0.02
19.484,0.32,-0.34,-0.77,-0.03,0.4,0.03
19.495,0.27,-0.27,-1.02,-0.08,0.43,0.04
19.506,0.24,-0.27,-1.31,-0.09,0.44,0.05
19.517,0.19,-0.23,-1.52,-0.11,0.39,0.08
19.528,0.16,-0.12,-1.8,-0.12,0.38,0.08
19.539,0.07,-0.03,-1.93,-0.16,0.24,0.12
19.551,0.02,0.09,-1.87,-0.14,0.15,0.14
19.563,0.01,0.3,-1.44,-0.09,0.07,0.14
19.573,0.01,0.3,-1.44,0.01,-0.05,0.13
19.584,-0.02,0.49,-0.9,0.11,-0.13,0.11
19.595,-0.03,0.51,-0.78,0.2,-0.2,0.08
19.605,-0.01,0.4,-0.7,0.23,-0.22,0.06
19.617,-0.01,0.31,-0.63,0.27,-0.27,0.02
19.629,-0.08,0.22,-0.42,0.28,-0.32,-0.01
19.645,-0.11,0.09,0.09,0.3,-0.33,-0.05
19.655,-0.11,0.04,0.16,0.3,-0.32,-0.1
19.666,-0.08,0.03,0.2,0.29,-0.31,-0.12
19.679,-0.03,0.06,0.29,0.24,-0.28,-0.18
19.689,-0.02,0.04,0.48,0.2,-0.25,-0.22
19.699,-0.05,0.03,0.64,0.18,-0.25,-0.25
19.71,-0.07,0.05,0.87,0.18,-0.25,-0.25
19.733,-0.21,0.18,1.15,0.15,-0.18,-0.32
19.744,-0.01,0.15,0.62,0.04,-0.18,-0.39
19.754,0.06,-0.24,0.82,-0.08,-0.24,-0.41
19.765,0.25,-0.46,1.3,-0.18,-0.26,-0.45
19.777,0.13,-0.52,1.68,-0.24,-0.2,-0.49
19.792,-0.19,-0.48,1.76,-0.27,-0.13,-0.49
19.804,0.05,-0.47,1.49,-0.32,-0.03,-0.47
19.815,0.22,-0.51,1.24,-0.34,0.09,-0.46
19.826,0.3,-0.36,0.84,-0.35,0.14,-0.45
19.838,0.3,-0.23,0.51,-0.34,0.19,-0.44
19.849,0.4,-0.12,0.11,-0.33,0.18,-0.44
19.859,0.41,-0.21,-0.14,-0.31,0.12,-0.43
19.873,-0.03,-0.54,-0.22,-0.28,0.08,-0.42
19.884,-0.01,-0.51,-0.22,-0.23,0.06,-0.39
19.895,-0.17,-0.56,-0.21,-0.12,0.06,-0.35
19.915,-0.18,-0.5,-0.34,-0.04,0.04,-0.31
19.925,-0.01,-0.47,-0.6,0.09,-0.06,-0.23
19.938,0.02,-0.46,-0.6,0.14,-0.15,-0.18
19.949,0.05,-0.47,-0.55,0.13,-0.15,-0.15
19.963,0.18,-0.41,-0.58,0.1,-0.12,-0.15
19.974,0.25,-0.48,-0.65,0.04,-0.1,-0.15
19.984,0.29,-0.64,-0.63,-0.03,-0.15,-0.17
19.995,0.29,-0.64,-0.63,-0.06,-0.19,-0.18
20.018,0.13,-1.11,0.4,-0.11,-0.33,-0.25
20.03,-0.01,-1.24,1.42,-0.02,-0.22,-0.32
20.043,0.05,-1.08,1.71,0.05,-0.12,-0.32
20.053,0.22,-1.04,1.56,0.11,0.05,-0.33
20.066,0.17,-0.95,1.07,0.15,0.18,-0.34
20.076,0.18,-0.92,0.72,0.16,0.29,-0.34
20.092,0.25,-0.86,0.28,0.14,0.34,-0.32
20.105,0.39,-0.68,-0.42,0.09,0.36,-0.3
20.117,0.36,-0.61,-0.6,0.02,0.35,-0.26
20.129,0.36,-0.59,-0.81,-0.02,0.35,-0.22
20.14,0.38,-0.56,-0.96,-0.05,0.33,-0.18
20.152,0.38,-0.49,-1.01,-0.06,0.28,-0.15
20.163,0.38,-0.49,-1.01,-0.06,0.25,-0.11
20.175,0.51,-0.46,-0.86,-0.03,0.24,-0.07
20.186,0.48,-0.38,-0.84,0.01,0.21,-0.04
20.196,0.46,-0.29,-0.85,0.04,0.17,-0.01
20.218,0.52,-0.2,-0.81,0.09,0.13,0.02
20.228,0.44,-0.11,-0.71,0.14,0.05,0.09
20.239,0.44,-0.06,-0.59,0.16,0.02,0.12
20.252,0.43,-0.02,-0.39,0.15,0.01,0.14
20.264,0.36,-0.02,-0.34,0.14,0.01,0.17
20.275,0.34,-0.02,-0.23,0.11,-0.01,0.19
20.286,0.28,-0.06,-0.08,0.08,0,0.21
20.297,0.22,-0.12,0.05,0.06,0.02,0.23
20.315,0.18,-0.11,0.2,0.06,0.03,0.26
20.327,0.26,0.02,0.3,0.08,0.03,0.28
20.338,0.26,0.05,0.32,0.1,-0.02,0.29
20.349,0.28,0.02,0.4,0.12,-0.07,0.31
20.359,0.31,0.01,0.43,0.13,-0.08,0.32
20.372,0.33,-0.01,0.51,0.13,-0.09,0.32
20.383,0.3,-0.01,0.58,0.12,-0.09,0.33
20.393,0.28,-0.09,0.61,0.1,-0.06,0.35
20.404,0.27,0,0.77,0.1,-0.01,0.37
20.414,0.27,0,0.77,0.1,0.02,0.38
20.425,0.2,0.15,0.41,0.11,0.14,0.43
20.437,0.27,0.03,0.19,0.1,0.1,0.48
20.449,0.15,-0.2,0.32,0.12,0.04,0.51
20.463,0.03,0.01,0.54,0.17,0.03,0.53
20.474,0.01,0.09,0.35,0.23,-0.01,0.53
20.484,-0.02,0,0.25,0.26,-0.09,0.54
20.497,-0.06,-0.11,0.28,0.27,-0.12,0.55
20.521,-0.05,-0.15,0.32,0.28,-0.19,0.55
20.532,0.08,-0.15,0.32,0.2,-0.23,0.54
20.544,0.15,-0.24,0.31,0.13,-0.19,0.54
20.558,0.13,-0.33,0.3,0.01,-0.19,0.54
20.568,0.13,-0.47,0.39,-0.09,-0.23,0.51
20.579,0.06,-0.63,0.53,-0.14,-0.23,0.49
20.593,-0.04,-0.76,0.76,-0.17,-0.22,0.47
20.604,-0.12,-0.89,0.87,-0.18,-0.19,0.45
20.619,-0.12,-0.89,0.87,-0.2,-0.12,0.43
20.629,-0.13,-0.88,0.47,-0.21,0.09,0.39
20.64,-0.18,-0.85,0.25,-0.21,0.2,0.39
20.652,-0.27,-0.84,-0.62,-0.21,0.3,0.39
20.664,-0.28,-0.84,-1.01,-0.19,0.33,0.39
20.675,-0.31,-0.83,-1.2,-0.15,0.3,0.39
20.686,-0.36,-0.82,-1.17,-0.04,0.15,0.39
20.697,-0.37,-0.69,-1.11,0.09,0,0.38
20.711,-0.41,-0.54,-1,0.16,-0.09,0.37
20.721,-0.47,-0.45,-0.9,0.26,-0.24,0.37
20.735,-0.57,-0.42,-0.77,0.26,-0.24,0.37
20.745,-0.64,-0.38,-0.32,0.26,-0.41,0.37
20.757,-0.64,-0.37,-0.15,0.22,-0.42,0.36
20.769,-0.59,-0.41,0.11,0.12,-0.41,0.33
20.779,-0.57,-0.42,0.36,0.04,-0.36,0.3
20.796,-0.51,-0.47,0.64,-0.03,-0.29,0.25
20.821,-0.45,-0.5,0.9,-0.15,-0.13,0.16
20.832,-0.32,-0.48,0.74,-0.25,0,0.04
20.843,-0.34,-0.49,0.6,-0.29,0.04,-0.01
20.853,-0.36,-0.52,0.51,-0.32,0.14,-0.08
20.864,-0.36,-0.52,0.35,-0.33,0.21,-0.13
20.875,-0.41,-0.53,0.26,-0.32,0.26,-0.17
20.885,-0.47,-0.53,0.07,-0.3,0.31,-0.2
20.897,-0.51,-0.52,-0.08,-0.27,0.34,-0.22
20.911,-0.6,-0.55,-0.21,-0.24,0.29,-0.24
20.943,-0.57,-0.56,-0.18,-0.14,0.18,-0.26
20.957,-0.37,-0.42,-0.03,0.16,-0.05,-0.3
20.968,-0.33,-0.46,-0.05,0.23,-0.07,-0.32
20.979,-0.26,-0.46,-0.04,0.25,-0.06,-0.33
20.989,-0.14,-0.48,-0.13,0.25,-0.04,-0.35
21.003,-0.08,-0.47,-0.41,0.22,-0.01,-0.35
21.016,-0.04,-0.54,-0.54,0.17,0.01,-0.34
21.026,0.02,-0.6,-0.64,0.08,0.06,-0.35
21.038,0.02,-0.6,-0.64,0.07,0.06,-0.35
21.049,-0.04,-0.63,-0.64,-0.06,0.04,-0.37
21.059,0,-0.6,-0.55,-0.08,0.03,-0.39
21.072,0.08,-0.55,-0.14,-0.08,0.03,-0.4
21.083,0.09,-0.5,0.01,-0.06,0.03,-0.43
21.093,0.06,-0.48,0.14,-0.03,0.04,-0.47
21.103,0.06,-0.47,0.15,-0.01,0.04,-0.49
21.115,0.05,-0.48,0.12,-0.01,0.05,-0.49
21.136,0.02,-0.51,0.23,-0.01,0.04,-0.48
21.147,0.02,-0.66,0.31,-0.05,0.15,-0.45
21.158,0.04,-0.64,0.26,-0.07,0.22,-0.42
21.169,0.06,-0.63,0.25,-0.1,0.26,-0.4
21.18,0.06,-0.55,-0.04,-0.13,0.28,-0.37
21.196,0.14,-0.57,-0.3,-0.15,0.3,-0.35
21.218,0.08,-0.56,-0.64,-0.21,0.3,-0.3
21.229,0.05,-0.43,-0.96,-0.32,0.21,-0.24
21.243,-0.01,-0.2,-0.69,-0.34,0.15,-0.23
21.253,-0.11,-0.16,-0.47,-0.32,0.08,-0.21
21.264,-0.08,-0.15,-0.18,-0.3,0.06,-0.2
21.274,-0.11,-0.17,-0.03,-0.22,0,-0.18
21.285,-0.18,-0.23,0.07,-0.14,-0.07,-0.15
21.295,-0.18,-0.23,0.07,-0.12,-0.09,-0.15
21.307,-0.21,-0.35,0.23,-0.04,-0.17,-0.09
21.317,-0.21,-0.35,0.23,-0.04,-0.17,-0.09
21.327,-0.26,-0.39,0.43,-0.01,-0.19,-0.05
21.339,-0.27,-0.42,0.42,-0.06,-0.18,-0.02
21.349,-0.27,-0.43,0.42,-0.12,-0.15,-0.01
21.359,-0.28,-0.43,0.42,-0.19,-0.15,0
21.373,-0.12,-0.48,0.1,-0.31,-0.14,-0.02
21.384,0.4,-1.06,-3.73,-0.51,-0.2,-0.02
21.395,-1.19,-0.71,0.13,-0.79,-0.2,0.01
21.405,-0.25,-0.92,0.07,-0.81,-0.02,0.1
21.417,0.13,-0.89,1.17,-0.64,0.06,0.05
21.429,0.1,-0.5,1.9,-0.34,0.17,0.01
21.443,0.26,0.07,1.72,-0.09,0.19,-0.04
21.454,0.05,-0.12,1.14,0.21,0.15,-0.06
21.467,-0.12,-0.45,0.25,0.27,0.09,-0.04
